id	description	type	source	_plantPart
193	Chewed to treat severe hiccups [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
194	Used for gonorrhea, kidney troubles and for blood spitting [Algonquians: 63]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
194	Tea used as a diuretic, in kidney trouble, gravel, stoppage of urine, and allied ailments [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
194	Dipped in cold water and rubbed on rashes or other skin troubles [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
195	Used as a diuretic [Cree: 42]. Flowering plant boiled and drunk to treat stomach ache [Dene: 17]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
196	Tea used for beneficial effects upon the respiratory organs [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
197	Tea used for skin diseases such as eczema, ringworm and scrofula [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
198	Tea used as a tonic [Algonquin: 69]. Used on cuts, burns, against tapeworms and to treat venereal diseases [Ojibwa: 19]. Boiled and taken for congested chest [Cree: 80]. Herbal water taken for fever and high blood pressure. Boiled and given to babies as a soother during teething [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
198	Used in diabetes [Cree: 82, 83].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
199	Mixed with mayapple, wild sarsaparilla, wild spikenard, burdock, Taraxacum officinale, prickly ash, black berry, sassafras, prince's pine, and black birch in a decoction used as a "spring and fall medicine" [Ojibwa: 85]. Steeped and taken as a blood flow regulator to prevent heart attacks [Mi'kmaq: 62]. Tea used in colds, headaches, and general discomforts [Atikamekw: 73; Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
199	Used for colds, chewed to improve breathing [Algonquin: 55]. Tea used to cure rheumatism and as a tonic [Ojibwa: 87]. Used to make a chest plaster to treat cold [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
199	Used as a stimulant and diuretic [Algonquin: 55]	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
200	Medicinal plant [Cree: 42].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
200	Used for persistent chest trouble [Dene: 13; Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
201	Steeped and used for diarrhoea [Ojibwa: 85]. Powdered and put into sore mouth [Ojibwa: 47, 87]. Used to treat flux [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
201	Used as an intestinal astringent [Ojibwa: 44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
202	Steeped and used for cough and cold [Malecite: 65]. Weak decoction taken internally for cough and soreness in the chest [Ojibwa: 84]. Decoction alone or mixed with other plants given to treat teething pain. Decoction used for sore tooth, sore throat, or to induce sweating [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
203	Used in "female weakness" [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
204	Used as a "female remedy" [Ojibwa: 87] or as component of a compound medicine [Metis: 13]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
204	Decoction used in combination with other plants to treat teething pain [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
205	Strong decoction given in dysentery, cough and cold, particularly for children [Algonquians: 63]. Steeped and given in diarrhoea [Malecite: 65]. Boiled four times and the fourth water is used to treat blood spitting [Atikamekw: 73]. Tea used to facilitate childbirth [Cree, Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
206	Used as a tonic after childbirth [Ojibwa: 19]. Decoction taken in indigestion. Dried and chewed as a tonic and stimulant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
207	Used as a "female remedy" [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
208	Decoction used for coughing and consumption [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
209	Used in gonorrhoea and to prevent pregnancy [Cree: 76].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
209	Tea used to treat migraines and venereal diseases [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
210	Used to treat cholera [Abenaki: 67].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
211	Crushed and rubbed on face to prevent or to sooth mosquito bite [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
212	Used as an emetic, especially in cases of poisoning. Steeped and strained as a lotion for skin trouble, and as a wash for sore eyes [Ojibwa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
212	Infusion used for bruises, piles and hemorrhages [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
213	Eaten raw or with duck or fish oil to increase appetite or to relieve diarrhoea [Dene: 99]. Burned and smoke used to relieve sore eyes [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
214	Dried, crumbled and inhaled to trigger sneezing in order to treat a headache [Cree: 13, 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
215	Crushed and applied to bruises and contusions [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
216	Used as a tonic [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
217	Decoction taken internally in convulsions [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
218	Used as an ingredient in poultices for inflamations and bruises, and also as a remedy for liver ailments [Ojibwa: 85]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
218	Mixed with sweet cicely (Osmorhiza longistylis) and tall anemone (Anemone virginiana) and boiled to make a remedy for amenorrhoea [Ojibwa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
219	Steeped with Calmus and given in cholera [Malecite: 65]. Dried, chopped, and rubbed on aching or sore body parts. Cooled decoction used to bathe sore body parts, and the decoction can be drunk for colds [Cree: 13]. Used to keep sickness away and in combating cold and/or influenza [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
219	Fresh or dried root applied to an aching tooth [Cree: 13, 76, 93]. Chewed and juice swallowed to treat tooth ache [Cree: 96]. Part of a cancer medicine. Grated and mixed with warm water to make a paste applied to swollen legs. [Metis: 13]. Tea used for throat pain [Montagnais: 71]. Fresh root pounded and applied to sores as a poultice [Ojibwa: 87]. Powdered and made into a paste applied to boils, swellings and chancre [Cree: 76]. Mixed with other plants (Nuphar variegatum, Acorus calamus) to make a poultice applied to painful limbs or used for headache [Cree: 95]. Steeped and taken as a tea for blood purification, to prevent and cure smallpox, and in consumption [Malecite: 65]. Chewed dry to treat sore throat, decoction used to gargle, and poultice applied to boils and sores [Ojibwa: 47, 88]. Decoction used for arthritis [Cree: 13, 80]. Boiled and used to clean skin infections [Cree: 80]. Decoction drunk as a cough medicine [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
219	Steam from boiling inhaled to purify the body [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and leaves
219	Dried, pounded and made into a poultice used in boils [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and flowers
220	Chewed or made into a decoction taken in diarrhoea. Infusion used to wash sore eyes [Cree: 95]. Dried, chewed and the juice swallowed in stomach pain. Chewed in sore mouth. Decoction used to treat sore eyes [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
221	Decoction given to facilitate childbirth for young mothers [Cree: 13]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
222	Dried, pounded, put in a moist cloth with warm water and sopped on the eyes to treat sty or inflammation of lids [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
223	Boiled and liquid drunk to purge women blood [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
224	Tea acts like saleratus on the system, increasing the excresence of urine and reducing its acidity [Ojibwa: 87]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
225	Boiled and taken for chest or back pain [Ojibwa: 84; 44]. Used to keep flux in check [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
226	Poultice used in boils [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
227	Ground into a powder and used as a snuff to induce sneezing to clear head and relieve head colds and headaches [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
228	Boiled to make a cough medicine [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
229	Medicinal [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
229	Steeped and taken in gravel [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
229	Used to restore lost appetite and to strengthen the stomach [Cree: 44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
229	Scraped in water, boiled and paste applied to head to reduce pain [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
230	Used in diarrhoea [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
231	Steeped and taken to cure jaundice [Malecite: 65]. Fresh juice rubbed on head to cure headache [Ojibwa: 87]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
231	Bruised and applied to cure rash or other skin troubles [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stems
231	Steeped to make a medicinal tea [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
232	Bruised and applied to cure rash or other skin troubles [Ojibwa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stems
233	Decoction drunk to treat heart conditions or mixed with other plants in a medicinal tea for high blood pressure. Soaked overnight and given to help an underweight child gain weight [Cree: 13]. Placed on the skin and burned to produce a counter-irritation in the treatment of arthritis [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
234	Powdered and snuffed to treat headache. Steeped and taken in heart trouble [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
235	General medicine [Mi'kmaq: 62]. Used as a purgative [Cree: 42]. Remedy for gastric disturbances [44]. Steepped with Scirpus rubrotinctus and gargle in sore throat [Malecite: 65]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
235	Steamed to keep diseases away. Crushed and mixed with flour to make a poultice placed on painful body parts [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
235	Pounded to a pulp laid on a platain leaf and applied to serofulous sores [Chippewa: 85]. Steeped and used for cholera [Algonquians: 63; Chippewa: 85]. Powdered, mixed with warm water and given to infants to relieve stomach cramps, belching or indigestion [Mi'kmaq: 62]. Pounded and applied to burns and wounds [Atikamekw: 73]. Poultice applied to swellings [Ojibwa: 47]. Boiled in water and taken as physic and emetic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
236	Boiled down until thick and waxy, mixed with cornmeal, and taken as a cathartic [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
236	Steeped and taken before breakfast as purgative [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
237	Steeped with Prince's pine and taken in consumption [Malecite: 65]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
237	Tea used for cold or stomach ache [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	above-ground parts
237	Inner bark and juice of berries used to treat ulcers [Mi'kmaq: 60]. Stewed and strained and the liquid given for cold, bladder problems, and as a diuretic [Mi'kmaq: 43]. Boiled and taken for chest pains, bad colds, coughs and congestion [Dene: 99]. Used to treat diabetes related symptoms [Cree: 82]. Tea drunk to ease back pain [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
237	Decoction used in calculus, cystitis and Bright's disease [Mi'kmaq: 43]. Boiled with other plants to make a decoction drunk to treat menstrual cramps [Dene: 13]. Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
237	Dried, powdered and dusted on psoriasis and eczema [Mi'kmaq: 43]. Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
237	Boiled until a jelly forms, used to treat boils [Algonquin: 75]. Mixed with another plant and soaked in warm water but not boiled, then the infusion can be drunk lukewarm to treat aches and pain [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
237	Used in diabetes [Cree: 77]. Softened in water and used as a poultice on wounds [Metis: 13; Cree: 42].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
237	Tea given to ease bladder pain [Montagnais: 71]. Steeped and used in hair wash or taken as a tonic [Malecite: 65]. Stem debarked and used to make a tea to treat diarrhoea [Metis: 13]. Decoction of a barked procumbent stem or branch used to treat diarrhoea and sore chest. Mixed with other plants to make decoctions to treat "women troubles", teething pain, sickness after childbirth, fever, and cough [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs/stem
237	Boiled to make a drink for asthma [Chippewa: 85]. Used to treat diabetes [Cree: 82]. Boiled and steamed to hasten release of the placenta [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs and leaves
237	Green cones boiled to make a diuretic remedy for kidney trouble. Can be smoked in a pipe to treat asthma [Metis: 13]. Berry-like cones eaten as a cure-all medicine [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones
